SDSS ID,Name,RA [deg],DEC [deg],u [mag],g [mag],r [mag],i [mag],z [mag],(b/a)_r,Redshift,Confidence
1237667734496084000,UGC 05535,153.938774513772,18.9460525374165,16.65192,14.91383,14.04717,13.61675,13.31498,0.4765091,0.0216002,0.860288
1237665228376899651,2MASS J11544292+3332148,178.679504666352,33.536766524721,17.963,15.54292,14.76156,14.31466,14.00211,0.2195702,0.03193833,0.857961
1237661069790675120,NGC 3419A,162.833050671006,14.0234368716057,15.78271,14.6941,14.2629,14.04615,13.82549,0.1968586,0.01027332,0.85453
1237661358608613531,UGC 05531,153.928576282489,43.9926557213939,16.89853,14.91174,14.14816,13.73464,13.36966,0.3188165,0.01734238,0.846998
1237664671645368370,2MASS J13364223+3444493,204.175164262903,34.7462644717903,16.47988,14.7064,13.90328,13.46624,13.19178,0.3862806,0.02429371,0.84416
1237662224593977484,2MASS J10211082+3539315,155.294690424505,35.659988926756,23.2182,21.88795,20.78073,20.10524,19.66586,0.2949074,,0.843903
1237655126083043481,NGC 4252,184.628719367531,5.55946726467665,15.6648,14.51649,14.12637,13.87115,13.77744,0.3118936,0.002929823,0.841278
1237662524157526119,2MASS J12412516+1343485,190.356052297212,13.729532509832,15.84911,14.6702,14.04775,13.72574,13.47195,0.2296033,0.02042839,0.839314
1237667142867615779,SDSS J092440.07+250642.6,141.167086366989,25.1101848352002,16.33913,14.57449,13.698,13.22731,12.8847,0.4137682,0.02726743,0.838792
1237667322179616901,2MASS J11425211+2632287,175.717628971514,26.5406929324957,17.25943,15.27838,14.3238,13.82814,13.50253,0.4117681,0.02849769,0.835091
1237674368067895366,UGC 04201,121.177710173928,35.4005619596076,17.53282,15.73042,15.09542,14.75119,14.44926,0.2948002,0.02907353,0.832896
1237660636525559853,CGCG 180-053,138.077189336028,37.6825496892155,17.03556,15.30083,14.49225,14.09791,13.80871,0.410745,0.02383299,0.832523
1237657627898413322,FGC 0751,126.265316925505,32.5026860390258,17.71526,15.821,14.95616,14.5092,14.18108,0.2911988,0.04532201,0.831847
1237661125612339448,WISEA J082459.93+254712.0,126.250517729113,25.7865873548512,17.34739,16.20312,15.58666,15.24686,14.95146,0.213073,0.03074693,0.829381
1237667442972688529,[EKL2017] ECO 6293,189.211289992312,27.2781473640073,17.31868,15.51984,14.66475,14.21108,13.89188,0.329008,0.02203281,0.828285
1237665329320624284,[EKL2017] ECO 6472,198.749346228803,30.9049801888234,17.3511,16.02745,15.56598,15.44565,15.22264,0.2736885,0.02293784,0.825762
1237661357535920289,2MASS J10300940+4407227,157.540050097209,44.1224500135701,16.78736,15.5445,14.86611,14.42734,14.17314,0.3280031,0.02909135,0.824097
1237661433245597768,UGC 09409,219.166259744116,41.1595983342,22.75546,23.3656,24.80193,24.36171,22.8268,0.1727721,,0.823554
1237651754549772467,UGC 07464,185.923261919882,2.96127056403812,16.14737,14.67569,13.8815,13.43218,13.21522,0.263734,0.02512766,0.823413
1237648721752621257,UGC 05195,145.800180149957,0.414171694392402,16.95268,15.33426,14.48336,14.0318,13.62651,0.2380744,0.02524959,0.823137
1237667736112857182,2MASS J11142888+2229264,168.621754223716,22.4898859640113,16.69784,15.5491,14.94615,14.50511,14.35282,0.1572637,0.01761633,0.822345
1237658422475555192,[EKL2017] ECO 4138,149.674020526716,5.26428207197653,17.7756,16.29829,15.77769,15.56055,15.88348,0.2913455,0.01338662,0.820675
1237654400766181503,WISEA J120712.84+655408.7,181.803532541579,65.9023722246396,18.11995,17.02876,16.50003,16.22721,15.89783,0.2239116,0.05556051,0.81956
1237673808122282236,Galaxy not found,130.919545214078,22.0957953232383,23.09869,22.2379,22.31022,22.37933,21.82133,0.8664159,,0.819157
1237662238554652867,CGCG 075-071,218.546290682367,9.04297862614408,17.31732,16.06499,15.44253,15.07159,14.81611,0.3269413,0.05396391,0.818308
1237661433245597765,UGC 09409,219.166427316718,41.160369754954,16.82021,15.08696,14.21661,13.80048,13.37469,0.2295404,0.01779445,0.818141
1237665442065416354,2MFGC 12246,226.863164607768,23.3597713412639,17.90635,16.62288,15.81799,15.3727,14.98811,0.219421,0.08152285,0.817958
1237655123936870491,GALEXASC J123020.81+034426.7,187.586248267026,3.7401646888204,15.92571,14.56082,13.86273,13.49866,13.43445,0.2856885,0.01404586,0.817826
1237667429019353211,WISEA J091726.44+190600.6,139.360913677487,19.1000734324463,18.14869,16.59277,15.9964,15.61212,15.41291,0.1977359,0.04944751,0.813969
1237678596462411973,WISEA J212036.41+011243.4,320.151588216112,1.2123449652535,24.61973,21.8997,16.0728,15.83546,26.9352,0.2914492,0.03340337,0.813923
1237661813340176524,CGCG 066-095,165.285724127532,12.3331803336101,17.09151,15.40432,14.52442,14.0862,13.74267,0.403187,0.03513712,0.813384
1237661126155436101,NGC 2825,139.843495942285,33.7427711128773,16.34133,14.58273,13.82133,13.43011,13.16301,0.4578814,0.02654603,0.812133
1237658491739046053,2MASS J11283102+0906187,172.129344439517,9.10443141869108,17.33791,15.21371,14.47436,14.04585,13.57309,0.1524288,0.02106941,0.811425
1237657190370574600,WISEA J002034.63-002813.2,5.14450500502534,-0.47078267560151,18.04181,17.00595,16.04991,15.52235,15.2464,0.229086,0.07154205,0.811313
1237648720676061404,UGC 04915,139.370820527104,-0.620583235833688,16.61015,15.0463,14.40679,14.06362,13.71922,0.2368411,0.0165755,0.810993
1237667141794201788,WISEA J092935.27+243525.3,142.396864694689,24.590432664074,17.03813,15.66784,14.99904,14.58134,14.37417,0.2360729,0.03044921,0.808639
1237658190539260144,UGC 04558,131.037095137559,33.5157396136065,16.22387,14.82867,14.14505,13.71809,13.45169,0.2106541,0.02563929,0.807972
1237667781751931075,UGC 05957,162.794797658212,20.1704363066964,16.29048,14.59407,13.81554,13.38,13.04982,0.1964492,0.01398774,0.807956
1237665102751662254,WISEA J145546.57+284900.6,223.94438550922,28.8163618032043,18.6411,17.16212,16.3673,15.96736,15.67257,0.320172,0.07618228,0.807762
1237658493341139077,WISEA J100927.67+085454.9,152.366182346994,8.91469985106787,18.19729,16.9312,16.45373,16.21194,15.90296,0.2169159,0.02664679,0.806686
1237670964854784136,UGC 05552,154.358159239274,17.0970299017842,16.25936,14.84312,14.04141,13.5982,13.34064,0.289105,0.02764986,0.805382
1237651272434843844,MSPM 03927,170.268105857519,66.514007576837,17.86557,16.34486,15.58791,15.17532,14.89914,0.2757702,0.05429735,0.805041
1237664132094558388,WISEA J110930.09+144119.7,167.375463175165,14.6887023135144,17.49696,15.63484,14.95016,14.53397,14.27185,0.209952,0.03375275,0.804567
1237657627916370071,MCG +09-19-187,176.942515496283,51.0469138215119,18.40447,17.07969,16.54426,16.24607,16.22245,0.1846239,0.05673301,0.804282
1237664132096131207,[EKL2017] ECO 8648,171.168030870887,14.9465033321087,16.32076,15.21205,14.71123,14.43005,14.23575,0.2220661,0.0138639,0.804178
1237651736304681016,UGC 08634,204.769101931759,2.16376677781171,17.43961,15.81936,15.1713,14.81483,14.59884,0.6773027,0.02336924,0.803903
1237655463246037253,MCG +08-29-015,237.86818022022,47.6610256998585,16.95796,15.75876,15.1474,14.76746,14.53717,0.1995114,0.02089103,0.803836
1237660343388078407,2MASS J07590281+2409350,119.7619025775,24.1606244761885,16.33469,14.7784,13.99278,13.60519,13.28802,0.2618249,0.0159747,0.803824
1237667212666011761,SDSS J102613.44+275307.2,156.557252209877,27.8853177654252,16.35705,15.24114,14.49531,14.08561,13.78757,0.2070628,0.02111945,0.803648
1237661360762781869,2MFGC 11162,207.36757819916,44.5766890050939,19.06502,17.15473,16.34535,15.86359,15.51791,0.2315056,0.06199547,0.803557
1237668288543588585,2MFGC 07628,147.830548507879,15.6873790253508,18.67407,17.24176,16.42326,15.97287,15.58268,0.1982598,0.04050519,0.803312
1237661463301980393,2MASX J15392895+3353392,234.870515354781,33.894194597219,18.37181,16.78601,15.99355,15.56288,15.28136,0.2265947,0.07300676,0.803194
1237664837537103917,CGCG 119-107,126.849703844272,23.1800727601213,17.2142,15.61321,14.99586,14.65385,14.38649,0.2500031,0.01760333,0.802874
1237657608566866184,2MASS J07404952+2915214,115.206436822564,29.2560859569562,17.47184,16.13756,15.42075,15.05833,14.84164,0.2276755,0.039093,0.802831
1237655464312570045,2MFGC 11719,216.606195361661,58.3010157994673,17.681,16.4257,15.73632,15.30231,15.09689,0.2361428,0.03737135,0.80254
1237655107292168365,[EKL2017] ECO 4019,139.630304280035,49.5454020035441,17.81121,15.98423,15.61586,15.33508,15.2646,0.2122736,0.01607508,0.802202
1237658423007641806,CGCG 034-018,138.744132271071,4.70020269215258,18.45293,16.27558,15.37158,14.92405,14.60379,0.2440235,0.05549254,0.801234
1237658203421802698,KUG 0903+375,136.698834224582,37.3196839296973,17.54763,16.27322,15.66903,15.38323,15.34174,0.2463919,0.02405011,0.801169
1237651752919826624,[EKL2017] ECO 4036,141.686349579045,1.15429516152879,17.51126,15.89616,15.0924,14.62352,14.28461,0.3714185,0.01693779,0.801134
1237657627919056974,FGC 1435,186.669375002516,51.2346754676018,19.24276,17.30795,16.95536,17.06972,17.48078,0.1494186,0.03005597,0.801134
1237667549267624044,UGC 05618,155.834898185672,21.1154826383468,17.28383,15.88883,15.19144,14.77824,14.47548,0.2684763,0.04314234,0.800741
1237665531714797853,CGCG 134-026,221.061507108883,22.7477048412174,16.69204,15.29149,14.52581,14.10707,13.80371,0.3307947,0.0176311,0.80019
1237662500540252164,WISEA J153411.52+412838.4,233.5479930512,41.4773457409152,18.52909,17.04756,16.2831,15.88389,15.58507,0.3071406,0.05490575,0.799585
1237653665258143869,[EKL2017] ECO 4868,148.43272446845,2.37407996782134,16.97798,15.42316,14.72113,14.36149,14.14293,0.1781808,0.02095933,0.799549
1237654599959445849,CGCG 038-087 NED02,165.319239654977,3.56291682222622,17.74353,15.99599,15.27542,14.8785,14.5299,0.2499883,0.03958824,0.799175
1237667448336875631,Galaxy not found,175.878637405909,25.3983032535356,16.97792,15.86621,15.2389,14.90417,14.63059,0.3377788,0.03131427,0.798852
1237662263781294264,WISEA J143230.52+083229.7,218.128107344898,8.54107720699767,17.60691,16.02368,15.27144,14.89245,14.61745,0.1817213,0.03301995,0.798283
1237658298994786488,CGCG 036-055,153.039788615556,6.07262440991813,17.00473,15.78133,15.26103,14.84871,14.56598,0.2738099,0.05423856,0.796951
1237678617406996851,WISEA J222116.12+005949.2,335.317500250713,0.997123558321002,18.24788,16.70905,15.81504,15.32121,14.98522,0.2979723,0.05691843,0.796827
1237657874865258722,UGC 04872,138.756428985514,40.0364797207156,16.64263,15.20132,14.49081,14.05306,13.77614,0.2259081,0.02744311,0.796181
1237663785278505225,2MFGC 00816,16.8475941688157,0.892710390098114,18.39332,16.7798,16.03735,15.63028,15.40373,0.254882,0.01848736,0.796033
1237668298739679287,2MASS J12071844+2034582,181.827065671267,20.5836735340941,17.0028,15.6861,14.90484,14.47479,14.17142,0.2412522,0.02445997,0.795072
1237663783137378463,GALEXMSC J020540.17-004137.7,31.4179926813864,-0.694852133853108,17.24863,15.59418,14.68376,14.16075,13.92968,0.2088203,0.04250246,0.795043
1237667287813521539,[EKL2017] ECO 8278,159.698233121626,29.1141803090012,17.00931,16.0777,15.61229,15.36982,15.1574,0.1603164,0.02109987,0.795024
1237670964841349794,WISEA J081511.00+093213.4,123.796139557732,9.53709166872306,18.02219,16.37911,15.49673,15.04322,14.73132,0.221169,0.04556687,0.794998
1237661435391246503,CGCG 219-067,214.793841445543,44.1376905200682,17.75991,15.93901,15.01819,14.53249,14.21005,0.2377932,0.0350145,0.794964
1237661950270701860,UGC 09547,222.597392181948,10.3277058146885,16.97333,15.47454,14.69348,14.27479,13.8966,0.2391109,0.04187554,0.794912
1237671262280679529,WISEA J100848.08+153612.2,152.200367644842,15.6034560732344,18.10491,16.90988,16.47979,16.19388,16.07369,0.2178084,0.03844181,0.794893
1237667252936376410,WISEA J112041.32+280802.1,170.173478787876,28.1342020700457,18.55075,17.32669,16.76625,16.41897,16.16786,0.2218306,0.04789367,0.79439
1237661950262050944,[EKL2017] ECO 4757,202.461218051088,12.3460179882916,17.01147,15.37986,14.53268,14.09307,13.77063,0.5041915,0.02157033,0.794329
1237671992952160378,WISEA J134605.66+014714.9,206.524263228744,1.78701477251973,18.39235,17.29786,16.68244,16.31148,16.17898,0.2158423,0.04854402,0.794305
1237665024911278333,LOFAR J132838.17+333620.5,202.159035317875,33.6051095610942,16.90583,15.60894,14.88809,14.46862,14.11521,0.2292755,0.02625055,0.794078
1237661950267621620,UGC 09199,215.499551674815,11.1001288024459,16.59887,15.02497,14.24216,13.82345,13.44662,0.1825658,0.02576149,0.793126
1237651250439454934,MCG +08-29-040,240.794055483292,49.4176426298393,17.45046,15.8414,15.10951,14.77558,14.44873,0.25706,0.02061696,0.792813
1237661435921891397,UGC 08119,195.126786890335,48.3084582370155,16.30277,14.43482,13.54304,13.05534,12.74771,0.4340791,0.02898119,0.792398
1237668292837310538,2MFGC 08967,172.000471258123,18.8933118930511,18.02278,16.53737,15.88422,15.43065,15.17308,0.2194874,0.04216382,0.792328
1237671123759006069,2MASS J08454826+1023051,131.451585893881,10.3841133261119,18.13169,16.46249,15.55689,15.06382,14.66367,0.3296383,0.04769373,0.79196
1237668294447726777,2MFGC 08938,171.435453990815,20.0425338266273,18.07805,16.93616,16.36723,16.20274,15.97872,0.3191171,0.04488159,0.791744
1237651752950890663,CGCG 018-066,212.674459500051,1.48051896175139,17.49905,15.77583,14.94029,14.49343,14.16237,0.3198753,0.02580764,0.791591
1237654029789298868,CGCG 038-108,166.076482258456,2.31343242103092,17.70934,16.19602,15.34517,14.85518,14.40385,0.2362192,0.04051564,0.790798
1237664818747801707,[EKL2017] ECO 4370,174.937304526341,37.0001327041956,16.71336,15.29394,14.6115,14.2416,14.00136,0.4505884,0.02106241,0.789801
1237660670356095140,WISEA J103213.93+111448.4,158.05835319453,11.2469744000655,18.97091,16.88412,15.89133,15.39276,14.9923,0.3408411,0.06295956,0.789408
1237661966351007930,2MASS J11151145+4033516,168.798977981518,40.564089395413,18.25341,16.46157,15.49249,14.98769,14.63365,0.2154156,0.0763926,0.789402
1237655464315715739,FGC 1862,227.621177410931,54.4571339973568,18.09614,16.72128,16.27972,15.90142,15.79466,0.1138442,0.03862879,0.789331
1237655108372987973,2MFGC 08461,162.948059102897,58.2689367221859,18.01366,16.64695,16.16356,15.86274,15.91291,0.1811938,0.02785265,0.789123
1237674460954099988,UGC 05107,143.781145209112,5.1200809413564,17.53845,15.26327,14.93348,14.83795,15.54122,0.3329752,0.006685495,0.788833
1237671957518549068,UGC 08650,205.052388957668,2.48011422171854,16.04274,14.31201,13.49664,13.03414,12.75635,0.4359234,0.02305681,0.788381
1237664819282575411,2MFGC 08793,168.917932777414,36.6529415028125,17.84357,16.14768,15.29989,14.83076,14.43938,0.3205534,0.02550879,0.788317
1237665225702637775,MCG +05-32-073,205.722953386503,29.8576982414135,17.99416,16.15419,15.36087,14.99252,14.81026,0.2538393,,0.788254
1237665226777624617,2MASS J13560753+3004504,209.032893651614,30.0813370969098,16.96002,15.69605,15.03406,14.62366,14.36709,0.2574365,0.0310622,0.788237
1237655109442469957,MCG +09-16-040,146.448319446638,54.7765980561635,17.76804,15.73414,14.88968,14.46351,14.11637,0.2499706,0.04430776,0.788237
1237655107296297107,CGCG 266-026,152.503409962342,54.6721747966825,17.74223,15.59881,14.97673,14.52592,14.29059,0.398837,0.04609609,0.788184
1237661387067687097,Galaxy not found,212.514902240909,54.219485732912,22.10279,21.03166,20.87945,20.74582,20.90382,0.2590874,,0.787894
1237662195603407045,UGC 08104,194.885407854498,42.7590358432711,17.98489,16.96939,16.4521,16.41451,16.79752,0.2060905,0.02396246,0.78787
1237667783365296252,WISEA J111722.25+222018.5,169.342655444368,22.3384768560201,17.55937,15.27584,14.42951,14.04734,13.79937,0.2299541,0.03237671,0.787826
1237662341083496641,CGCG 166-016,233.888221917641,31.5213620071043,17.64323,15.92099,15.10416,14.65282,14.29975,0.2617858,0.0535435,0.787825
1237665428645871660,WISEA J160515.37+173223.1,241.314146078621,17.5397110759218,17.99665,16.23823,15.59552,15.22771,14.94389,0.2258099,0.04078535,0.7871
1237665331465093159,SDSS J124248.64+331721.7,190.703422452014,33.2905592791151,22.06304,19.9743,19.42389,19.1493,18.87523,0.9099144,,0.787098
1237662226220122167,FGC 187A,200.256839110988,39.8701893320065,19.2178,17.25643,16.58126,16.16583,15.73007,0.2181432,0.06361382,0.787055
1237668293911576758,2MASS J11331126+1947350,173.297843934673,19.7941632070363,20.81368,25.13063,24.81742,24.37943,22.84638,0.4210361,,0.786642
1237655107840114820,MCG +10-17-127,180.430947489641,59.5383378789587,16.79773,15.40463,14.63833,14.25301,13.9591,0.4134923,0.05422741,0.786577
1237660582835257409,WISEA J102339.49+075138.9,155.915576742848,7.86169027443573,19.81028,25.12708,24.8019,24.36169,22.82678,0.09989794,,0.786529
1237657632188203150,WISEA J093139.87+475440.6,142.91610082325,47.9112873483036,19.03446,17.49635,16.68068,16.26829,15.9034,0.3358321,0.0518445,0.786437
1237662302439342363,WISEA J151142.69+435813.6,227.928194361097,43.9704596519995,16.88414,16.01834,15.79019,15.59924,15.57211,0.2124545,0.02757765,0.786262
1237665129080356985,UGC 07252,183.677137871706,35.550347947979,17.39533,16.20636,15.4732,15.09802,14.79227,0.2679112,0.06192118,0.786228
1237658425164365940,WISEA J103857.30+075600.1,159.739668847343,7.93274737232781,17.62871,16.64466,16.35899,16.11294,16.09737,0.2349277,0.0272297,0.785937
1237662661607751961,WISEA J160859.22+231806.5,242.246888433046,23.3027977014086,18.07374,16.87432,16.05283,15.58802,15.20428,0.2310005,0.06895303,0.785685
1237668671864307900,WISEA J102220.22+615316.0,155.584247706626,61.8878094097536,17.94895,16.55746,15.89658,15.5121,15.31536,0.3270725,0.05134234,0.785408
1237658425162334463,CGCG 037-003,155.1048210075,7.67718408639929,17.02545,15.59291,14.84655,14.43853,14.15279,0.4344274,0.04522678,0.785388
1237648721763238186,WISEA J112009.67+001909.6,170.040726744125,0.319981555292963,19.35384,17.50624,16.57273,16.06172,15.66265,0.2701583,0.07146052,0.78528
1237662474230890547,UGC 10286,243.356203786625,32.2858096109775,17.37637,15.76243,15.17427,14.74785,14.71933,0.2322031,0.0312196,0.785218
1237654949451268254,WISEA J160646.61+530505.9,241.694252362227,53.0849527448679,18.90203,17.64977,16.79009,16.35146,15.96955,0.1989914,0.06419537,0.785142
1237665535469486423,WISEA J161336.22+175319.4,243.400921666392,17.8887986499475,18.03709,16.57027,15.71235,15.21443,14.89901,0.2754522,0.03798373,0.78512
1237665330930712742,UGC 08250,197.58392123672,32.4831917827169,16.58353,15.12633,14.5952,14.32906,14.11246,0.2120244,0.01755733,0.785068
1237662224623468865,2MASS J15441291+2723550,236.053944251427,27.3977186474502,17.35899,15.76411,14.85363,14.35789,13.97702,0.3819712,0.03239827,0.785
1237658206115594416,WISEA J104755.12+485130.5,161.97965310354,48.8585044531977,17.77403,16.27992,15.64191,15.23271,14.9822,0.2647022,0.04407172,0.784919
1237664130482765906,CGCG 066-077,164.73499451008,13.1671439852847,17.37661,16.06715,15.3945,15.01547,14.67723,0.226941,0.03429023,0.784775
1237665025448673471,SDSS J133421.15+335616.9,203.588340060455,33.9388088044294,17.33875,16.03558,15.31039,14.83434,14.49303,0.4606325,0.04077226,0.78473
1237661817635340414,WISEA J130237.16+124250.9,195.654824120433,12.7141176618973,18.97306,17.3831,16.53112,16.09251,15.79446,0.3375444,0.06496582,0.784631
1237658422484336785,WISEA J111853.96+062038.7,169.724882624664,6.34393137091744,18.75505,17.75019,17.20663,16.83784,16.56766,0.1999774,0.03813673,0.784589
1237657191978696906,UGC 12865,359.432274466499,0.6551634445262,17.07546,15.48999,14.72004,14.28597,13.98421,0.243543,0.02324975,0.784331
1237667910055428136,Galaxy not found,182.56107950991,23.8879681604636,16.81792,15.18439,14.31249,13.83063,13.44779,0.3051461,0.02197513,0.784272
1237662529525514343,UGC 08660,205.353737202711,13.8559911779888,17.34351,16.3146,15.81151,15.56367,15.53689,0.1976434,0.0239013,0.784163
1237665023827902608,2MASS J11421983+3338202,175.582916162082,33.6381329321305,23.29358,21.93363,21.67535,21.60143,22.31995,0.05,,0.784154
1237651753488482351,CRTS OBC_479,214.391702740797,1.81253435651315,16.36216,15.01053,14.46173,14.16751,14.03038,0.4764865,0.0247803,0.784086
1237658203971453162,MCG +08-21-065,173.933173734306,49.0376297713497,17.69254,15.9852,15.17939,14.74639,14.38737,0.2850046,0.02961719,0.783848
1237668293911576754,CGCG 097-008,173.2965198892,19.7924754571442,17.37856,15.87652,15.2285,14.8559,14.50436,0.2309564,0.03258279,0.783598
1237653589017362552,2MFGC 06248,118.199682356418,38.8311040669998,17.567,15.93728,15.01754,14.52543,14.1876,0.2104721,0.04053819,0.783328
1237662226217042010,WISEA J124442.54+404043.3,191.17747993716,40.6790007194844,16.27897,14.73222,14.01948,13.58789,13.32425,0.2608871,0.01679738,0.783149
1237663788490031471,WISEA J074025.17+480312.8,115.104817815787,48.0535903441065,18.80478,17.26254,16.28816,15.73896,15.35397,0.3685916,0.08156185,0.783126
1237674603753701490,WISEA J141656.87-004656.1,214.236926342028,-0.782286253782546,18.76562,17.32797,16.71842,16.4903,16.12535,0.3143773,0.1255553,0.783046
1237651754554032387,2MASS J13024872+0301035,195.703013599449,3.01765567557171,19.70298,18.05783,17.17399,16.67296,16.28144,0.1901854,0.07016284,0.782843
1237664871362527399,FGC 0950,147.237788301355,33.0432792755239,17.76916,16.67604,16.20393,15.9138,15.6985,0.1505728,0.02203832,0.782839
1237662225145331826,IC 4204,197.089886627676,39.4611725729116,16.71997,15.59688,15.11423,14.83221,14.63155,0.2193296,0.01095114,0.7827
1237667736135336027,WISEA J145430.35+183717.1,223.626856992233,18.6211452407569,20.43799,17.86778,16.93637,16.35736,15.9176,0.2105214,0.09557279,0.782515
1237651714261909778,WISEA J163614.84+453744.6,249.062048505066,45.6290436902837,18.15436,16.51353,15.70796,15.2812,15.06553,0.2955731,0.05832545,0.782456
1237665024362741825,WISEA J111930.22+333723.7,169.876832147518,33.6237159663502,14.80445,33.74589,32.77741,33.1783,30.60556,0.4907145,,0.78227
1237659131681243246,WISEA J160429.55+374533.9,241.123799860346,37.7590642450769,18.8822,17.27305,16.62385,16.24257,16.04017,0.2985443,0.08046335,0.78203
1237664291005006001,WISEA J124701.03+150738.9,191.754240753773,15.1272925745811,18.76097,17.39751,16.43419,15.93396,15.58642,0.376341,0.06811801,0.78186
1237659119860318301,WISEA J142713.40+503346.3,216.806234536662,50.5624110398919,16.75218,15.72409,15.46426,15.26478,14.86096,0.2222436,0.01309238,0.781805
1237661150840619221,WISEA J124911.81+492847.8,192.299281935424,49.4799691064631,19.43355,17.38274,16.38301,15.90871,15.54622,0.3185724,0.0961342,0.781771
1237658612519207076,WISEA J113559.19+491552.2,173.99646587408,49.2644835733337,17.8006,15.92543,15.23338,14.86055,14.51122,0.2633181,0.05610273,0.781739
1237665330923765816,[EKL2017] ECO 4421,178.574028699008,32.8609977539771,16.33625,15.32593,14.81096,14.55936,14.30171,0.2135398,0.01063904,0.781703
1237662302981783955,UGC 10209,241.623893892528,36.6817944181232,17.16148,15.76019,15.0422,14.61141,14.37441,0.3999995,0.04227417,0.781311
1237651274031497507,WISEA J080033.57+473035.6,120.13964666152,47.5097570926206,18.59151,16.76601,15.92456,15.42497,15.18137,0.316651,0.0592469,0.781248
1237660562431279461,UGC 04135,119.821646715458,24.452050979879,16.77975,15.40336,14.74858,14.37435,14.11164,0.219683,0.01945101,0.7812
1237673808654958868,WISEA J080357.59+191520.2,120.989939210181,19.2556565927756,18.57154,17.2193,16.74921,16.46441,16.44026,0.3090513,0.0337216,0.78119
1237667781214994583,2MASX J10504350+1953350,162.681202569153,19.8930517273024,19.36269,18.14648,17.06953,16.59011,16.32779,0.1999887,0.06600442,0.781101
1237665565545464292,CGCG 079-065,242.442417101938,13.4486360466553,17.22813,15.43886,14.62232,14.19032,13.84254,0.3195855,0.04689218,0.781067
1237657242434732134,WISEA J093502.16+464615.1,143.759820207425,46.7718919294765,17.39461,16.12787,15.77832,15.5177,15.27576,0.2348738,0.02727375,0.78079
1237665330932416589,CGCG 161-059,202.001856076494,31.8713762439401,19.80169,25.11427,24.80193,24.36171,22.82683,0.5869901,,0.780626
1237655108917657622,WISEA J131147.79+595641.6,197.949114226027,59.9448061454007,19.64265,17.64318,16.68424,16.18746,15.84098,0.3102241,0.07013808,0.780407
1237668611197632800,LCSB S2232P,244.773279626846,50.3861514088,19.05012,17.35773,16.51325,16.01814,15.78602,0.1999954,0.05495808,0.780359
1237664854188163297,WISEA J153243.97+275521.9,233.183821917492,27.9223937802315,17.99748,16.67945,16.00517,15.60577,15.31617,0.2499647,0.07747213,0.780299
1237657629510926588,WISEA J083653.29+362312.4,129.221999988919,36.3867934727024,18.14299,16.26711,15.38282,14.92079,14.53464,0.3924539,0.05760538,0.780012
1237657118412767514,WISEA J085515.47+420231.4,133.814394669906,42.0420243914671,18.2476,16.51749,15.7063,15.29365,15.05724,0.3955333,0.08780957,0.779876
1237665023827902607,UGC 06672,175.580935368838,33.6393099450394,17.35306,15.80542,15.27825,14.95524,14.95844,0.2208645,0.03133006,0.779639
1237667536401924284,2MFGC 08444,162.768598521941,22.099918866107,17.52698,15.9556,15.37678,15.07778,14.94585,0.2506751,0.02539038,0.779513
1237664294759825626,KUG 1332+385,203.624666901634,38.2941366573456,17.00537,15.81885,15.27954,14.99518,14.88093,0.2857779,0.0257495,0.779512
1237667444043088012,2MASX J12015992+2815420,180.499791593016,28.2618682911608,17.91351,16.56949,15.87402,15.45692,15.14937,0.2860108,0.04948144,0.779459
1237667323801370769,WISEA J133641.92+263859.6,204.175101453527,26.650134374422,17.69151,16.6937,16.36751,16.09845,16.08252,0.1448436,0.02599689,0.779096
1237661972265500892,[EKL2017] ECO 8658,199.319020889348,7.69989957205031,18.42434,17.44811,17.04616,16.87254,16.81141,0.2365787,0.02353487,0.779001
1237661381698191497,WISEA J094019.32+334838.7,145.08109193106,33.8105293680658,18.30552,16.85982,16.15182,15.69886,15.39738,0.1815351,0.03913496,0.778877
1237661360757145674,GALEXASC J123607.58+463837.9,189.03200908544,46.6433397007538,17.73734,16.16249,15.66141,15.43389,15.28207,0.2354306,,0.778624
1237662196132151420,WISEA J111745.00+423346.2,169.43661019208,42.5627466462998,19.99653,22.81826,21.30014,21.09655,26.12781,0.3093905,,0.778618
1237665442050408516,WISEA J123545.22+300124.2,188.938888969605,30.0241619930059,17.59993,16.476,16.00844,15.7709,15.55266,0.2999897,0.02676641,0.778574
1237665428645806219,NGC 6045,241.282857431456,17.7576704888204,17.73858,15.10321,14.01093,13.49481,13.09731,0.3439283,0.03338407,0.77821
1237668625164861602,MCG +03-33-032,196.846407817432,17.7911313657602,17.2136,16.27588,15.83063,15.72621,15.6567,0.2869456,0.009828547,0.778098
1237661871336259599,WISEA J133941.90+420709.7,204.925155768215,42.1199412657825,17.36201,16.14009,15.56575,15.22834,15.01124,0.2339861,0.03691531,0.778065
1237648702973673611,2MASS J13191972-0104286,199.832904288582,-1.07493247907998,19.42951,17.2721,16.25423,15.76956,15.41448,0.2237487,0.08300412,0.778055
1237657856607322223,2MFGC 08875,170.450350616345,51.5139090266379,19.60928,17.91252,17.10141,16.57457,16.34041,0.2702706,0.07939094,0.7779
1237660634388168803,2MASX J11094422+4507122,167.434318081321,45.1200179715769,19.21527,17.65571,16.86913,16.34356,16.11308,0.1342591,0.07582343,0.777799
1237655499210293388,GALEXASC J145630.85-013859.4,224.129053932541,-1.65130396962569,19.03997,17.42017,16.53652,16.05212,15.83519,0.2960792,0.08661674,0.77771
